disease_name,disease_counts
"Upper Extremity Deformities, Congenital",4
Post-Concussion Syndrome,0
Alexander Disease,2
Shaken Baby Syndrome,0
"Mental Retardation, X-Linked",211
Coffin-Lowry Syndrome,2
"Muscular Dystrophy, Oculopharyngeal",3
HIV-Associated Lipodystrophy Syndrome,1
Bifidobacteriales Infections,0
"Genetic Diseases, X-Linked",499
Retinoschisis,3
Cholecystolithiasis,2
"Jaundice, Obstructive",0
"Cholecystitis, Acute",3
Emphysematous Cholecystitis,3
Acalculous Cholecystitis,0
Genomic Instability,0
Gallstones,2
Choledocholithiasis,0
Chromosomal Instability,0
Irritable Bowel Syndrome,10
"Steroid Metabolism, Inborn Errors",16
"Mineralocorticoid Excess Syndrome, Apparent",0
Glomus Tympanicum Tumor,0
"Diverticulosis, Colonic",0
Lymphatic Abnormalities,9
Piscirickettsiaceae Infections,0
Malnutrition,228
Overnutrition,398
Intestinal Polyposis,108
"Enterocolitis, Neutropenic",0
LEOPARD Syndrome,1
"Carcinoma, Ductal",348
Glucose Metabolism Disorders,571
Congenital Hyperinsulinism,0
Mannosidase Deficiency Diseases,0
beta-Mannosidosis,0
Severe Acute Respiratory Syndrome,7
Reticulocytosis,0
Avulavirus Infections,4
Henipavirus Infections,2
Steatorrhea,0
"Diverticulosis, Esophageal",0
"Diverticulosis, Stomach",0
"Pneumonia of Swine, Mycoplasmal",0
"Scleroderma, Diffuse",17
"Scleroderma, Limited",7
Intestinal Volvulus,0
Ileus,4
Desulfovibrionaceae Infections,0
Fusobacteriaceae Infections,1
Flavobacteriaceae Infections,0
Cytophagaceae Infections,0
Moraxellaceae Infections,0
Ganglion Cysts,2
Monkeypox,3
"Hearing Loss, Unilateral",0
"Hearing Loss, Mixed Conductive-Sensorineural",0
"Hypertension, Pregnancy-Induced",75
Laron Syndrome,2
Lingual Thyroid,0
Gastrointestinal Stromal Tumors,77
"Pyloric Stenosis, Hypertrophic",0
"Liver Abscess, Pyogenic",0
"Coproporphyria, Hereditary",0
"Porphyria, Variegate",0
"Protoporphyria, Erythropoietic",3
"Hernia, Abdominal",0
Pubic Symphysis Diastasis,0
CADASIL,1
Synkinesis,0
Sphincter of Oddi Dysfunction,0
"Hematoma, Subdural, Intracranial",0
"Hematoma, Subdural, Spinal",0
"Colitis, Microscopic",1
"Colitis, Collagenous",0
"Colitis, Lymphocytic",1
"Hematoma, Epidural, Spinal",0
Nesidioblastosis,0
Patellofemoral Pain Syndrome,0
Chondromalacia Patellae,0
Lingual Goiter,0
Preconception Injuries,0
Massive Hepatic Necrosis,0
Breast Cyst,0
Myofibroma,0
"Myopia, Degenerative",2
Pituitary ACTH Hypersecretion,1
Adrenogenital Syndrome,8
Pulmonary Sclerosing Hemangioma,0
Premature Birth,19
Fetal Nutrition Disorders,1
"Pneumonia of Calves, Enzootic",0
Bovine Respiratory Disease Complex,0
Hepatic Insufficiency,41
Diabetes Complications,168
Labor Pain,0
Morning Sickness,0
"Plagiocephaly, Nonsynostotic",0
Prenatal Injuries,25
Decapitation,0
"Muscular Dystrophies, Limb-Girdle",5
"Tay-Sachs Disease, AB Variant",3
Seroma,0
Leukoaraiosis,0
Acanthoma,0
Distal Myopathies,3
Mongolian Spot,0
Growth Hormone-Secreting Pituitary Adenoma,8
ACTH-Secreting Pituitary Adenoma,5
DNA Repair-Deficiency Disorders,225
Nijmegen Breakage Syndrome,10
"Hyperparathyroidism, Primary",6
Graves Ophthalmopathy,2
"Hyperthyroxinemia, Familial Dysalbuminemic",0
Andersen Syndrome,0
Hashimoto Disease,26
Postpartum Thyroiditis,0
Thyroid Dysgenesis,1
Sexual Infantilism,1
White Heifer Disease,0
Ovotesticular Disorders of Sex Development,0
Dyslipidemias,61
"Genetic Diseases, Y-Linked",0
Overweight,0
Atherosclerosis,174
Mulibrey Nanism,0
Arteriolosclerosis,0
Monckeberg Medial Calcific Sclerosis,0
Adamantinoma,0
Hallux Varus,0
"Bunion, Tailor's",0
Stillbirth,3
"Pancreatitis, Chronic",6
"Fractures, Bone",35
"Fractures, Cartilage",0
Mesomycetozoea Infections,0
SUNCT Syndrome,0
Wandering Spleen,2
"Fractures, Compression",0
"Granulomatosis, Orofacial",0
"Headache Disorders, Primary",39
"Headache Disorders, Secondary",0
Post-Traumatic Headache,0
Post-Dural Puncture Headache,0
Paroxysmal Hemicrania,0
Trigeminal Autonomic Cephalalgias,21
Mobility Limitation,0
"Lymphohistiocytosis, Hemophagocytic",5
"Renal Insufficiency, Chronic",71
Renal Insufficiency,125
"Neuralgia, Postherpetic",0
Hemospermia,0
"Odontogenic Tumor, Squamous",0
"Hyperbilirubinemia, Neonatal",8
Histiocytoma,14
"Histiocytoma, Malignant Fibrous",13
Delayed Graft Function,0
Mucositis,71
Vaginismus,0
Glycogen Storage Disease Type IIb,0
Frasier Syndrome,0
"Kidney Diseases, Cystic",19
Cephalopelvic Disproportion,0
Hydrocolpos,0
Usher Syndromes,0
Tendinopathy,5
Lipid Metabolism Disorders,146
Hypoalphalipoproteinemias,5
"Hypobetalipoproteinemia, Familial, Apolipoprotein B",0
"Lipodystrophy, Familial Partial",4
"Lipodystrophy, Congenital Generalized",1
Sulfatidosis,7
Multiple Sulfatase Deficiency Disease,1
"Niemann-Pick Disease, Type A",0
"Niemann-Pick Disease, Type B",0
"Niemann-Pick Disease, Type C",4
Trigger Finger Disorder,1
Female Urogenital Diseases,2613
Balanitis Xerotica Obliterans,0
Male Urogenital Diseases,2789
Cystocele,0
Urolithiasis,3
Subacute Combined Degeneration,0
Pyomyositis,0
"Refsum Disease, Infantile",0
Tarlov Cysts,1
Pyonephrosis,0
Ureterolithiasis,0
Nephrolithiasis,3
Familial Hypophosphatemic Rickets,2
Azotemia,0
Respiratory Aspiration,4
Nocturia,0
Dysuria,0
"Urinary Bladder, Overactive",0
"Urinary Incontinence, Urge",0
Nocturnal Enuresis,0
Diurnal Enuresis,1
Hyper-IgM Immunodeficiency Syndrome,7
"Hyper-IgM Immunodeficiency Syndrome, Type 1",2
"Ectodermal Dysplasia 1, Anhidrotic",1
"Ectodermal Dysplasia 3, Anhidrotic",1
"Ectodermal Dysplasia, Hypohidrotic, Autosomal Recessive",0
Hand-Arm Vibration Syndrome,1
Channelopathies,0
Prostatism,0
Mink Viral Enteritis,0
"Leukokeratosis, Hereditary Mucosal",0
"Keratoderma, Palmoplantar, Epidermolytic",0
Pachyonychia Congenita,1
"Corneal Dystrophy, Juvenile Epithelial of Meesmann",0
Ichthyosis Bullosa of Siemens,7
Hypercalciuria,0
Porcine Postweaning Multisystemic Wasting Syndrome,0
Opsoclonus-Myoclonus Syndrome,0
Gitelman Syndrome,0
Urinoma,0
Nuchal Cord,0
"Pain, Referred",0
Stupor,0
Lethargy,0
Asthenozoospermia,5
X-Linked Combined Immunodeficiency Diseases,2
Pyelocystitis,0
Tendon Entrapment,1
De Quervain Disease,0
Typhlitis,0
Azoospermia,14
Aspermia,0
Female Athlete Triad Syndrome,0
"Pneumonia, Ventilator-Associated",2
Scleromyxedema,0
Cardiovascular Infections,2
"DNA Degradation, Necrotic",0
Brugada Syndrome,0
Microsatellite Instability,0
"Nevus, Sebaceous of Jadassohn",16
Immune Reconstitution Inflammatory Syndrome,4
Posterior Leukoencephalopathy Syndrome,0
Onycholysis,0
Acute Coronary Syndrome,7
Coronary Occlusion,1
Pulmonary Infarction,0
Ischemic Contracture,0
Deaf-Blind Disorders,1
"Leukemia, Large Granular Lymphocytic",11
Dihydropyrimidine Dehydrogenase Deficiency,0
Livedo Reticularis,0
Multiple Acyl Coenzyme A Dehydrogenase Deficiency,10
Postthrombotic Syndrome,0
Mevalonate Kinase Deficiency,3
Vascular Malformations,28
Vein of Galen Malformations,0
"Malformations of Cortical Development, Group II",127
Lissencephaly,121
Ectopia Cordis,0
Myocardial Bridging,0
Periventricular Nodular Heterotopia,1
"Foramen Ovale, Patent",0
"Thrombocytopenia, Neonatal Alloimmune",0
Arachnodactyly,0
"Sinus Arrest, Cardiac",0
"Tachycardia, Reciprocating",4
Ventricular Flutter,0
"Heart Failure, Systolic",0
"Heart Failure, Diastolic",0
Systolic Murmurs,0
"Angioedemas, Hereditary",19
Precursor Cell Lymphoblastic Leukemia-Lymphoma,710
Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,262
"Neoplasms, Plasma Cell",423
Malformations of Cortical Development,178
Classical Lissencephalies and Subcortical Band Heterotopias,115
Cobblestone Lissencephaly,6
Vesicular Stomatitis,7
Buruli Ulcer,1
No-Reflow Phenomenon,1
Marchiafava-Bignami Disease,0
Sertoli Cell-Only Syndrome,9
"Solitary Fibrous Tumor, Pleural",0
Solitary Fibrous Tumors,4
"Lymphoma, Extranodal NK-T-Cell",15
"Leukemia, Prolymphocytic, B-Cell",0
"Leukemia, Myelomonocytic, Juvenile",23
Myelodysplastic-Myeloproliferative Diseases,37
"Leukemia, Myeloid, Chronic, Atypical, BCR-ABL Negative",5
"Lymphoma, Primary Cutaneous Anaplastic Large Cell",0
Trichothiodystrophy Syndromes,1
Chloracne,0
Acute Radiation Syndrome,2
Persistent Hyperplastic Primary Vitreous,8
Vulvar Vestibulitis,0
Orbital Cellulitis,0
Atrioventricular Block,2
Neuroacanthocytosis,0
Takotsubo Cardiomyopathy,32
Venous Thromboembolism,5
Hyperphosphatemia,2
"Lymphoma, Primary Effusion",47
"Mastocytoma, Skin",0
"Dendritic Cell Sarcoma, Interdigitating",0
"Dendritic Cell Sarcoma, Follicular",26
Histiocytic Sarcoma,0
Langerhans Cell Sarcoma,0
Osteophyte,0
Malignant Atrophic Papulosis,0
Jacobsen Distal 11q Deletion Syndrome,0
Wolf-Hirschhorn Syndrome,0
Aspartylglucosaminuria,4
Antley-Bixler Syndrome Phenotype,0
Extensively Drug-Resistant Tuberculosis,4
Primary Dysautonomias,19
Pure Autonomic Failure,0
Orthostatic Intolerance,1
Postural Orthostatic Tachycardia Syndrome,1
Perivascular Epithelioid Cell Neoplasms,9
Pallister-Hall Syndrome,1
Idiopathic Interstitial Pneumonias,80
Nephrogenic Fibrosing Dermopathy,0
Idiopathic Pulmonary Fibrosis,78
Anthracosis,0
Spondylosis,1
Posterior Cervical Sympathetic Syndrome,0
"Osteoarthritis, Spine",0
Primary Graft Dysfunction,6
Osteochondrosis,0
Spinal Osteochondrosis,0
Campomelic Dysplasia,1
Tracheobronchomalacia,2
Tracheomalacia,2
Bronchomalacia,0
Laryngomalacia,0
Periodontal Atrophy,13
Failed Back Surgery Syndrome,0
Pyometra,0
Chronic Periodontitis,14
Dysphonia,0
Delayed Emergence from Anesthesia,0
Adenomyoepithelioma,0
Lung Injury,57
Acute Lung Injury,14
Ventilator-Induced Lung Injury,16
Neurogenic Bowel,0
Catheter-Related Infections,1
Macrophage Activation Syndrome,20
"Bulbo-Spinal Atrophy, X-Linked",0
Morgellons Disease,0
delta-Thalassemia,0
Farber Lipogranulomatosis,11
"Pancreatitis, Graft",19
Multiple Pulmonary Nodules,0
Orbital Myositis,0
"Keratosis, Actinic",18
Gray Platelet Syndrome,0
Muir-Torre Syndrome,0
Purpura Fulminans,0
Acrocallosal Syndrome,0
Refeeding Syndrome,0
Primary Myelofibrosis,35
Pulmonary Aspergillosis,7
Invasive Pulmonary Aspergillosis,4
Small Cell Lung Carcinoma,80
Meningeal Carcinomatosis,2
"Reticuloendotheliosis, Avian",0
Lynch Syndrome II,0
"Nevus, Halo",0
Loeys-Dietz Syndrome,1
Sarcopenia,2
Vasa Previa,0
Cogan Syndrome,4
Microscopic Polyangiitis,3
Corneal Endothelial Cell Loss,6
Susac Syndrome,0
Diffuse Neurofibrillary Tangles with Calcification,6
Piriformis Muscle Syndrome,0
Intervertebral Disc Degeneration,31
"Asthma, Aspirin-Induced",2
Alien Hand Syndrome,0
Latent Tuberculosis,60
"Leprosy, Paucibacillary",15
"Leprosy, Multibacillary",6
Commotio Cordis,0
Slit Ventricle Syndrome,0
"Obesity, Abdominal",10
Corpse Dismemberment,0
Acute Generalized Exanthematous Pustulosis,0
Airway Remodeling,0
Erythrokeratodermia Variabilis,1
Pagetoid Reticulosis,0
Genu Valgum,0
Genu Varum,0
Colloid Cysts,0
Chemical and Drug Induced Liver Injury,110
"Chemical and Drug Induced Liver Injury, Chronic",6
Acute Chest Syndrome,5
Cryopyrin-Associated Periodic Syndromes,11
Peritoneal Fibrosis,3
Systemic Vasculitis,14
Anti-Neutrophil Cytoplasmic Antibody-Associated Vasculitis,13
Vulvodynia,0
Rheumatoid Vasculitis,0
Hereditary Autoinflammatory Diseases,69
Yellow Nail Syndrome,0
Costello Syndrome,3
Propionic Acidemia,2
"von Willebrand Disease, Type 1",0
"von Willebrand Disease, Type 2",1
"von Willebrand Disease, Type 3",0
Silver-Russell Syndrome,14
Donohue Syndrome,0
Prolidase Deficiency,1
Carney Complex,17
Monilethrix,0
Autoimmune Lymphoproliferative Syndrome,3
Giant Axonal Neuropathy,0
Alstrom Syndrome,0
Netherton Syndrome,20
Leukoencephalopathies,68
"Urea Cycle Disorders, Inborn",6
Argininosuccinic Aciduria,0
Upper Extremity Deep Vein Thrombosis,0
Hereditary Angioedema Type III,14
Hereditary Angioedema Types I and II,5
Isolated Noncompaction of the Ventricular Myocardium,2
Central Serous Chorioretinopathy,0
Renal Colic,0
Weill-Marchesani Syndrome,0
Contrecoup Injury,0
Pelvic Organ Prolapse,0
Barth Syndrome,0
Liddle Syndrome,0
Euglenozoa Infections,26
Vasoplegia,3
Anterior Wall Myocardial Infarction,0
Inferior Wall Myocardial Infarction,1
Laryngopharyngeal Reflux,0
Thrombotic Microangiopathies,30
Low Tension Glaucoma,0
Periprosthetic Fractures,0
Intra-Articular Fractures,0
Tooth Wear,7
Anetoderma,0
Eccrine Porocarcinoma,0
Poroma,1
Geographic Atrophy,1
Shellfish Poisoning,1
Corneal Wavefront Aberration,0
Corneal Perforation,0
Iridocorneal Endothelial Syndrome,1
Leber Congenital Amaurosis,3
Wet Macular Degeneration,1
Proteostasis Deficiencies,160
Frontotemporal Lobar Degeneration,43
TDP-43 Proteinopathies,140
Primary Progressive Nonfluent Aphasia,1
Frontotemporal Dementia,37
Conducted Energy Weapon Injuries,0
Eosinophilic Esophagitis,22
Kashin-Beck Disease,2
Infantile Apparent Life-Threatening Event,0
"Hyalinosis, Systemic",1
Vascular System Injuries,14
Post-Exercise Hypotension,0
Mirizzi Syndrome,0
Vitelliform Macular Dystrophy,0
Lemierre Syndrome,0
"Posterior Capsular Rupture, Ocular",0
Endoleak,0
Anastomotic Leak,0
Peri-Implantitis,6
Triploidy,0
Overbite,0
Tetraploidy,0
Striae Distensae,0
Implant Capsular Contracture,0
Femoracetabular Impingement,0
"Anterior Capsular Rupture, Ocular",0
Dent Disease,0
Diabetic Cardiomyopathies,3
Digital Dermatitis,0
Neglected Diseases,0
Asymptomatic Diseases,0
Sarcoglycanopathies,0
22q11 Deletion Syndrome,9
Acute Kidney Injury,29
"Plaque, Amyloid",0
"Plaque, Atherosclerotic",0
Prehypertension,11
Loose Anagen Hair Syndrome,0
Birt-Hogg-Dube Syndrome,4
Necrobiotic Xanthogranuloma,0
Flea Infestations,0
Tungiasis,0
Sister Mary Joseph's Nodule,0
Asymptomatic Infections,0
"Candidiasis, Invasive",4
Candidemia,2
Desmoplastic Small Round Cell Tumor,4
Neointima,0
Gnathostomiasis,0
Hypertensive Retinopathy,0
Capsule Opacification,1
Eye Pain,0
Retinal Telangiectasis,0
Trichiasis,1
"46, XX Disorders of Sex Development",7
"Disorder of Sex Development, 46,XY",187
Walker-Warburg Syndrome,6
Sotos Syndrome,2
Smith-Magenis Syndrome,6
Fraser Syndrome,0
Retinal Dystrophies,31
Pentalogy of Cantrell,9
Enteropathy-Associated T-Cell Lymphoma,4
Single Umbilical Artery,0
"46, XX Testicular Disorders of Sex Development",0
Sex Chromosome Disorders of Sex Development,15
Echogenic Bowel,0
Pyelectasis,0
Aicardi Syndrome,0
Inhalant Abuse,3
Cerebral Ventriculitis,0
Sacroiliitis,0
Necrolytic Migratory Erythema,0
Accessory Atrioventricular Bundle,0
Composite Lymphoma,6
End Stage Liver Disease,6
Megalencephaly,6
Pycnodysostosis,0
Tetrasomy,0
Chromosome Duplication,0
Coronary-Subclavian Steal Syndrome,0
Out-of-Hospital Cardiac Arrest,0
Peripheral Arterial Disease,8
Exsanguination,0
Intrauterine Device Migration,0
Aberrant Crypt Foci,2
Iliotibial Band Syndrome,0
CHARGE Syndrome,8
Osteoporotic Fractures,10
Granulomatous Mastitis,0
Inflammatory Breast Neoplasms,164
Medial Tibial Stress Syndrome,0
Intraoperative Awareness,0
Pythiosis,0
Plagiocephaly,0
Nociceptive Pain,0
Renal Nutcracker Syndrome,0
Transient Tachypnea of the Newborn,0
Tachypnea,0
Otomycosis,0
Visceral Pain,0
Bisphosphonate-Associated Osteonecrosis of the Jaw,3
Atrophic Vaginitis,0
Chilaiditi Syndrome,0
Petrositis,0
Intra-Abdominal Hypertension,0
Brachydactyly,192
Cerebral Small Vessel Diseases,11
Cardio-Renal Syndrome,5
Peripheral Nerve Injuries,1
Chronic Pain,0
Musculoskeletal Pain,1
"Asthma, Occupational",0
Pott Puffy Tumor,0
Mastodynia,0
Pelvic Girdle Pain,0
Breakthrough Pain,0
Pinguecula,0
"Stroke, Lacunar",0
Lower Urinary Tract Symptoms,0
Intraabdominal Infections,57
Anhedonia,2
Heterotaxy Syndrome,0
White Coat Hypertension,11
Masked Hypertension,0
Supraglottitis,0
"Paraneoplastic Syndromes, Ocular",0
Polydipsia,0
"Polydipsia, Psychogenic",0
Laryngocele,0
Aliivibrio Infections,0
Abnormal Karyotype,0
Acute Pain,0
Kasabach-Merritt Syndrome,0
"Endocarditis, Non-Infective",2
Pelvic Floor Disorders,0
Slipped Capital Femoral Epiphyses,0
"Angina, Stable",3
Occupational Injuries,0
Coinfection,46
Lobomycosis,0
Cerebral Phaeohyphomycosis,0
Anti-N-Methyl-D-Aspartate Receptor Encephalitis,0
Artificial Lens Implant Migration,0
Phaeohyphomycosis,0
Disease Resistance,0
Ophthalmoplegic Migraine,0
Alternariosis,0
Pudendal Neuralgia,0
Fusariosis,0
Trichosporonosis,0
Hyalohyphomycosis,0
Dyscalculia,0
Uterine Retroversion,1
Reproductive Tract Infections,1
Bone Anteversion,0
Bone Retroversion,0
Hand-Foot Syndrome,4
Coxa Vara,0
Coxa Valga,0
Agenesis of Corpus Callosum,2
Vascular Calcification,4
Neoplasm Micrometastasis,13
Olfactory Nerve Injuries,0
Oculomotor Nerve Injuries,0
Trigeminal Nerve Injuries,0
Lingual Nerve Injuries,0
Vagus Nerve Injuries,0
Laryngeal Nerve Injuries,0
Recurrent Laryngeal Nerve Injuries,0
Accessory Nerve Injuries,0
Hypoglossal Nerve Injuries,0
Trochlear Nerve Injuries,0
Nasal Septal Perforation,0
Vestibulocochlear Nerve Injuries,0
Glossopharyngeal Nerve Injuries,0
Hereditary Breast and Ovarian Cancer Syndrome,44
Chlamydial Pneumonia,3
Premature Ejaculation,0
Organophosphate Poisoning,0
Alice in Wonderland Syndrome,0
Linear IgA Bullous Dermatosis,0
May-Thurner Syndrome,0
Cystadenofibroma,0
Steatocystoma Multiplex,0
Buschke-Lowenstein Tumor,0
Lipoblastoma,0
Prodromal Symptoms,0
Drug Overdose,4
Adenomyosis,2
Non-Filarial Lymphedema,0
Parental Death,0
Maternal Death,0
Dentofacial Deformities,0
Retrognathia,1
"Pregnancy, Heterotopic",0
Pneumorrhachis,0
Myringosclerosis,0
Binge Drinking,2
Respiratory Aspiration of Gastric Contents,0
Acanthocheilonemiasis,0
Carcinogenesis,1471
Fetal Alcohol Spectrum Disorders,3
"Rickets, Hypophosphatemic",2
Bland White Garland Syndrome,0
Pediatric Obesity,4
Myalgia,1
Dandruff,0
Drug Hypersensitivity Syndrome,0
Collagenous Sprue,0
Intraocular Lymphoma,0
Nodding Syndrome,0
"Prostatic Neoplasms, Castration-Resistant",103
Chemotherapy-Induced Febrile Neutropenia,0
Febrile Neutropenia,0
Hypertriglyceridemic Waist,0
Ankle Fractures,0
Chemically-Induced Disorders,307
Drug-Related Side Effects and Adverse Reactions,146
Vocal Cord Dysfunction,0
Triple Negative Breast Neoplasms,181
Retrocaval Ureter,0
Atrial Remodeling,0
Teratogenesis,0
Dysbiosis,0
Anticholinergic Syndrome,0
Tick Bites,0
Scorpion Stings,0
Lipedema,0
Nicolau Syndrome,0
Sepsis-Associated Encephalopathy,0
"Pregnancy, Interstitial",0
"Pregnancy, Angular",0
"Pregnancy, Ovarian",0
"Pregnancy, Cornual",0
Transfusion Reaction,1
Acute-On-Chronic Liver Failure,1
Corneal Injuries,0
Morphological and Microscopic Findings,0
Squamous Intraepithelial Lesions of the Cervix,0
Adenocarcinoma in Situ,10
Premenstrual Dysphoric Disorder,0
Metabolic Side Effects of Drugs and Substances,0
Non-alcoholic Fatty Liver Disease,35
Familial Primary Pulmonary Hypertension,9
"Hernias, Diaphragmatic, Congenital",0
"Rhinitis, Allergic",24
Chikungunya Fever,1
Cerebrospinal Fluid Leak,0
Benign Paroxysmal Positional Vertigo,0
"Thyroid Carcinoma, Anaplastic",6
Mesenteric Ischemia,0
"Malformations of Cortical Development, Group I",44
"Malformations of Cortical Development, Group III",0
Hemimegalencephaly,0
Polymicrogyria,0
Schizencephaly,0
Porencephaly,0
Glossoptosis,0
Atypical Hemolytic Uremic Syndrome,0
Lennox Gastaut Syndrome,0
Congenital Microtia,0
Hyperlactatemia,0
Karoshi Death,0
Perinatal Death,0
Infant Death,0
Cardiotoxicity,6
Pectus Carinatum,0
Allesthesia,0
Vascular Remodeling,0
"Protein Aggregation, Pathological",0
Margins of Excision,0
Acne Keloid,0
Cicatrix,0
"Dentin, Secondary",0
Keloid,8
Melena,0
"Neoplastic Cells, Circulating",45
Ring Chromosomes,0
"Tooth, Unerupted",0
"Cicatrix, Hypertrophic",0
Isochromosomes,0
Atypical Squamous Cells of the Cervix,0
Tertiary Lymphoid Structures,0
Meckel Diverticulum,0
Philadelphia Chromosome,0
"Micronuclei, Chromosome-Defective",0
