"Diease_TreeNumber","Disease_Mesh_Heading","Disease_Count"
"C14.280.238.160","Cardiomyopathy, Restrictive","0"
"C14","Cardiovascular Diseases","2123"
"C10.228.140.300.200","Carotid Artery Diseases","18"
"C10.228.140.300.200.355","Carotid Artery Thrombosis","0"
"C04.557.465.625.650.700.705.220","Carotid Body Tumor","0"
"C10.668.829.500.500.200","Carpal Tunnel Syndrome","4"
"C05.182","Cartilage Diseases","16"
"C22.180","Cat Diseases","3"
"C01.252.400.126.100.150","Cat-Scratch Disease","0"
"C10.597.350.200","Catalepsy","0"
"C10.886.425.800.200.750.500","Cataplexy","1"
"C11.510.245","Cataract","19"
"C23.550.291.250","Catastrophic Illness","0"
"C10.597.606.115","Catatonia","0"
"C22.196","Cattle Diseases","33"
"C10.177.195.200","Causalgia","1"
"C06.405.469.110","Cecal Diseases","8"
"C04.588.274.476.411.184","Cecal Neoplasms","1"
"C06.405.469.637.250","Celiac Disease","42"
"C04.697.098.500","Cell Transformation, Neoplastic","1073"
"C04.697.098.500.160","Cell Transformation, Viral","84"
"C01.539.800.130","Cellulitis","0"
"C04.557.695.210","Cementoma","0"
"C10.228","Central Nervous System Diseases","3260"
"C01.395","Central Nervous System Infections","286"
"C10.228.140.252.190","Cerebellar Ataxia","86"
"C10.228.140.252","Cerebellar Diseases","205"
"C10.228.140.252.700.250","Myoclonic Cerebellar Dyssynergia","1"
"C04.588.614.250.195.411.211","Cerebellar Neoplasms","56"
"C10.228.140.300.510.600","Intracranial Aneurysm","17"
"C10.228.140.624","Hypoxia, Brain","135"
"C10.228.140.300.510.800","Intracranial Arteriosclerosis","3"
"C10.228.140.300.520","Intracranial Arteriovenous Malformations","0"
"C10.228.140.300.510.200","Cerebral Arterial Diseases","22"
"C10.228.140.300.525","Intracranial Embolism and Thrombosis","3"
"C10.228.140.300.535.200","Cerebral Hemorrhage","3"
"C10.228.140.300.150.477.200","Cerebral Infarction","27"
"C10.228.140.300.150","Brain Ischemia","57"
"C10.228.140.300.150.836","Ischemic Attack, Transient","6"
"C10.228.140.140.254","Cerebral Palsy","39"
"C10.114.375.112","Diffuse Cerebral Sclerosis of Schilder","0"
"C04.588.614.250.195.205","Cerebral Ventricle Neoplasms","13"
"C10.597.114.500","Cerebrospinal Fluid Otorrhea","0"
"C10.597.114.750","Cerebrospinal Fluid Rhinorrhea","0"
"C10.228.140.300","Cerebrovascular Disorders","189"
"C10.668.829.550.850.200","Cervical Rib Syndrome","0"
"C13.351.500.852.593.150","Uterine Cervicitis","52"
"C13.351.500.852.593","Uterine Cervical Diseases","176"
"C04.834.818","Uterine Cervical Dysplasia","0"
"C13.351.500.852.593.112","Uterine Cervical Erosion","0"
"C13.351.500.852.593.120","Uterine Cervical Incompetence","0"
"C04.588.945.418.948.850","Uterine Cervical Neoplasms","148"
"C03.335.190","Cestode Infections","0"
"C03.752.300.900.200.190","Chagas Cardiomyopathy","1"
"C01.252.400.840.744.161","Chancre","0"
"C01.252.400.700.433.257","Chancroid","1"
"C10.500.300.200","Charcot-Marie-Tooth Disease","23"
"C11.270.040.772","Chediak-Higashi Syndrome","3"
"C07.465.409.215","Cheilitis","0"
"C05.116.099.708.375.199","Cherubism","0"
"C23.888.592.612.233","Chest Pain","0"
"C08.618.182","Cheyne-Stokes Respiration","0"
"C13.703.844.506.389.500","Chiari-Frommel Syndrome","0"
"C02.256.466.930.250","Chickenpox","0"
"C26.212.500.217","Chilblains","0"
"C01.252.400.210.210","Chlamydia Infections","24"
"C01.252.400.210","Chlamydiaceae Infections","25"
"C08.460.171","Choanal Atresia","0"
"C04.557.470.035.085","Adenoma, Bile Duct","0"
"C06.130.120.200","Cholangitis","6"
"C06.130.564.263","Cholecystitis","3"
"C06.130.409","Cholelithiasis","3"
"C01.252.400.959.347","Cholera","1"
"C06.130.120.135","Cholestasis","26"
"C06.130.120.135.250","Cholestasis, Intrahepatic","20"
"C17.800.428.260","Cholesteatoma","2"
"C18.654.521.500.133.699.160","Choline Deficiency","0"
"C04.557.450.565.250","Chondroblastoma","3"
"C05.550.114.264","Chondrocalcinosis","1"
"C05.116.099.708.195","Chondrodysplasia Punctata","0"
"C04.557.450.565.265","Chondroma","6"
"C04.557.450.565.280","Chondrosarcoma","24"
"C04.557.465.220","Chordoma","23"
"C10.228.662.262.249","Chorea","118"
"C04.557.465.955.416.812.500","Hydatidiform Mole, Invasive","0"
"C13.703.277.030","Chorioamnionitis","10"
"C04.557.465.955.207","Choriocarcinoma","8"
"C11.768.773.348","Chorioretinitis","0"
"C23.300.250","Choristoma","0"
"C04.588.364.978.223","Choroid Neoplasms","0"
"C11.290.195","Choroid Hemorrhage","0"
"C11.941.160.478","Choroiditis","6"
"C15.378.100.100.510","Hemophilia B","0"
"C01.539.800.200.110","Chromoblastomycosis","0"
"C23.550.210","Chromosome Aberrations","0"
"C23.550.210.050.500.500","Chromosome Deletion","0"
"C23.550.210.110.180","Chromosome Fragility","0"
"C23.550.291.500","Chronic Disease","0"
"C06.844.200","Chylous Ascites","0"
"C08.528.142","Chylothorax","2"
"C08.200","Ciliary Motility Disorders","1"
"C07.465.409.225","Cleft Lip","9"
"C05.500.460.185","Cleft Palate","11"
"C05.116.099.708.207","Cleidocranial Dysplasia","1"
"C03.335.865.148","Clonorchiasis","1"
"C01.252.410.222","Clostridium Infections","11"
"C05.330.488.655.063","Clubfoot","1"
"C10.228.140.546.399.937.500","Cluster Headache","21"
"C04.697.098.875","Cocarcinogenesis","0"
"C01.703.203","Coccidioidomycosis","3"
"C03.752.250","Coccidiosis","21"
"C05.116.099.343.250","Cockayne Syndrome","35"
"C08.381.884","Solitary Pulmonary Nodule","0"
"C16.614.166","Colic","0"
"C06.405.205.265","Colitis","146"
"C06.405.205.265.231","Colitis, Ulcerative","114"
"C17.300.200","Collagen Diseases","33"
"C05.550.518.336.500","Colles' Fracture","0"
"C11.250.110","Coloboma","14"
"C06.405.469.158","Colonic Diseases","1692"
"C06.405.469.158.272","Colonic Diseases, Functional","10"
"C04.588.274.476.411.307.180","Colonic Neoplasms","570"
"C23.300.825.411.235","Colonic Polyps","0"
"C06.405.469.158.272.217","Colonic Pseudo-Obstruction","0"
"C10.597.751.941.256","Color Vision Defects","2"
"C02.081.885.200","Colorado Tick Fever","0"
"C04.588.274.476.411.307.190","Colorectal Neoplasms, Hereditary Nonpolyposis","18"
"C10.597.606.358.800.200","Coma","10"
"C06.130.120.250","Common Bile Duct Diseases","0"
"C04.588.274.120.250.250","Common Bile Duct Neoplasms","0"
"C02.782.687.207","Common Cold","5"
"C01.539.221","Communicable Diseases","46"
"C10.597.606.150","Communication Disorders","74"
"C05.651.180","Compartment Syndromes","19"
"C02.256.650.810.217","Condylomata Acuminata","1"
"C10.597.606.337","Confusion","0"
"C11.187","Conjunctival Diseases","17"
"C04.588.364.235","Conjunctival Neoplasms","0"
"C11.187.183","Conjunctivitis","9"
"C02.325.250.250","Conjunctivitis, Acute Hemorrhagic","0"
"C11.187.183.200","Conjunctivitis, Allergic","0"
"C01.252.354.225","Conjunctivitis, Bacterial","8"
"C01.252.354.225.250","Conjunctivitis, Inclusion","4"
"C02.325.250","Conjunctivitis, Viral","0"
"C17.300","Connective Tissue Diseases","757"
"C10.597.606.358","Consciousness Disorders","10"
"C23.888.821.150","Constipation","0"
"C23.300.287","Constriction, Pathologic","0"
"C05.550.323","Contracture","10"
"C26.974.250","Contusions","0"
"C23.550.291.562","Convalescence","0"
"C10.597.742.571","Seizures, Febrile","5"
"C14.240.400.200","Cor Triatriatum","0"
"C11.204","Corneal Diseases","134"
"C11.204.236","Corneal Dystrophies, Hereditary","40"
"C11.204.299","Corneal Opacity","1"
"C01.539.375.177","Corneal Ulcer","0"
"C14.280.647.250.250","Coronary Aneurysm","2"
"C14.280.647.250.260","Coronary Artery Disease","98"
"C14.280.647.250","Coronary Disease","125"
"C14.280.647.250.290","Coronary Thrombosis","0"
"C14.280.647.250.295","Coronary Vasospasm","0"
"C14.240.400.210","Coronary Vessel Anomalies","0"
"C02.782.600.550","Coronaviridae Infections","21"
"C01.252.410.040.246","Corynebacterium Infections","0"
"C08.618.248","Cough","0"
"C02.782.687.359.213","Coxsackievirus Infections","9"
"C07.793.850.750.300","Cracked Tooth Syndrome","0"
"C10.292","Cranial Nerve Diseases","109"
"C04.588.614.300","Cranial Nerve Neoplasms","55"
"C05.116.099.370.231","Craniofacial Dysostosis","6"
"C04.557.465.625.200","Craniopharyngioma","2"
"C05.116.099.370.894.232","Craniosynostoses","10"
"C05.116.099.343.347","Congenital Hypothyroidism","2"
"C10.597.606.360.180","Cri-du-Chat Syndrome","0"
"C16.320.565.300.281","Crigler-Najjar Syndrome","1"
"C14.240.400.220","Crisscross Heart","0"
"C06.405.205.731.500","Crohn Disease","135"
"C01.539.248","Cross Infection","13"
"C08.360.535.365","Croup","0"
"C26.257.500","Crush Syndrome","0"
"C14.907.454.140","Cryoglobulinemia","1"
"C01.703.248","Cryptococcosis","1"
"C12.294.829.258","Cryptorchidism","1"
"C03.432.269","Cryptosporidiosis","4"
"C19.053.800.367","Cushing Syndrome","4"
"C16.320.850.180","Cutis Laxa","0"
"C23.888.248","Cyanosis","0"
"C04.557.470.200.025.220","Carcinoma, Adenoid Cystic","21"
"C04.557.470.200.025.480","Cystadenocarcinoma","71"
"C04.557.470.035.320","Cystadenoma","31"
"C06.689.202","Cystic Fibrosis","78"
"C03.335.190.902.185","Cysticercosis","0"
"C16.320.565.595.377","Cystinosis","0"
"C12.777.419.815.885.250","Cystinuria","0"
"C12.777.829.495","Cystitis","8"
"C04.557.450.795.650","Phyllodes Tumor","2"
"C04.182","Cysts","66"
"C02.256.466.245","Cytomegalovirus Infections","71"
"C11.496.221","Dacryocystitis","0"
"C10.228.140.252.300","Dandy-Walker Syndrome","1"
"C10.597.606.360.210","De Lange Syndrome","9"
"C09.218.458.341.186","Deafness","8"
"C09.218.458.341.900","Hearing Loss, Sudden","0"
"C23.550.260","Death","0"
"C23.550.260.322","Death, Sudden","0"
"C05.116.198.247.400","Decalcification, Pathologic","0"
"C10.597.305","Decerebrate State","0"
"C26.120.248","Decompression Sickness","0"
"C17.800.893.665","Pressure Ulcer","1"
"C18.654.521.500","Deficiency Diseases","225"
"C06.405.117.119","Deglutition Disorders","20"
"C18.452.950.179","Dehydration","2"
"C10.597.606.337.500","Delirium","0"
"C02.440.450","Hepatitis D","7"
"C10.228.140.380","Dementia","381"
"C10.314","Demyelinating Diseases","275"
"C02.081.270","Dengue","49"
"C07.650.800.250","Dens in Dente","0"
"C07.793.208.250","Dental Calculus","0"
"C07.793.720.210","Dental Caries","37"
"C07.793.208","Dental Deposits","9"
"C07.650.800.255","Dental Enamel Hypoplasia","0"
"C07.793.720.210.220","Dental Fissures","0"
"C07.465.614.187","Dental Fistula","0"
"C07.793.221","Dental Leakage","2"
"C07.793.494.293","Dental Occlusion, Traumatic","1"
"C07.793.208.377","Dental Plaque","3"
"C07.793.237.252","Dental Pulp Calcification","0"
"C07.793.237","Dental Pulp Diseases","4"
"C07.793.237.283","Dental Pulp Exposure","0"
"C07.793.237.315","Dental Pulp Necrosis","0"
"C04.182.089.530.690.310","Dentigerous Cyst","0"
"C07.650.800.260","Dentin Dysplasia","0"
"C07.793.266","Dentin Sensitivity","0"
"C07.650.800.270","Dentinogenesis Imperfecta","0"
"C17.800.174","Dermatitis","128"
"C17.800.174.318","Dermatitis, Exfoliative","2"
"C17.800.174.360","Dermatitis Herpetiformis","0"
"C17.800.174.600","Drug Eruptions","11"
"C16.320.850.210","Dermatitis, Atopic","70"
"C17.800.174.255","Dermatitis, Contact","18"
"C01.539.800.200","Dermatomycoses","2"
"C05.651.594.819.500","Dermatomyositis","15"
"C04.182.201","Dermoid Cyst","0"
"C14.240.400.280","Dextrocardia","1"
"C12.777.419.135","Diabetes Insipidus","2"
"C18.452.394.750","Diabetes Mellitus","490"
"C18.452.394.750.074","Diabetes Mellitus, Experimental","13"
"C18.452.394.750.124","Diabetes Mellitus, Type 1","139"
"C18.452.394.750.149.500","Diabetes Mellitus, Lipoatrophic","0"
"C18.452.394.750.149","Diabetes Mellitus, Type 2","181"
"C14.907.320","Diabetic Angiopathies","39"
"C19.246.099.750","Diabetic Coma","3"
"C12.777.419.192","Diabetic Nephropathies","44"
"C10.668.829.300","Diabetic Neuropathies","84"
"C11.768.257","Diabetic Retinopathy","22"
"C17.800.174.255.400.250","Diaper Rash","0"
"C06.198.257","Diaphragmatic Eventration","0"
"C05.116.099.708.180","Camurati-Engelmann Syndrome","1"
"C23.888.821.214","Diarrhea","0"
"C23.888.821.214.500","Diarrhea, Infantile","0"
"C04.557.465.625.650.240.847","Vipoma","0"
"C07.650.800.320","Diastema","0"
"C03.335.865.224","Dicrocoeliasis","0"
"C03.335.349.315","Dictyocaulus Infections","0"
"C03.432.275","Dientamoebiasis","0"
"C05.116.540.410","Hyperostosis, Diffuse Idiopathic Skeletal","0"
"C05.660.207.103.500","DiGeorge Syndrome","9"
"C06.198","Digestive System Abnormalities","22"
"C06","Digestive System Diseases","4784"
"C04.588.274","Digestive System Neoplasms","3567"
"C23.300.325","Dilatation, Pathologic","0"
"C03.335.508.700.750.361.275","Dipetalonema Infections","0"
"C01.252.410.040.246.388","Diphtheria","0"
"C03.335.190.304","Diphyllobothriasis","0"
"C10.597.751.941.339","Diplopia","0"
"C03.335.349.320","Dirofilariasis","0"
"C23.550.288","Disease","0"
"C22.232","Disease Models, Animal","816"
"C23.550.291.687","Disease Susceptibility","0"
"C23.550.291.750","Diseases in Twins","0"
"C05.550.518","Joint Dislocations","0"
"C15.378.100.220","Disseminated Intravascular Coagulation","2"
"C02.782.580.600.500.285","Distemper","0"
"C01.539.463.199.375","Diverticulitis","1"
"C01.539.463.199.375.250","Diverticulitis, Colonic","0"
"C01.539.463.199.750","Diverticulum","0"
"C01.539.463.199.750.500","Diverticulum, Colon","0"
"C23.888.592.763.237","Dizziness","0"
"C02.256","DNA Virus Infections","806"
"C22.268","Dog Diseases","5"
"C14.240.400.915.300","Double Outlet Right Ventricle","3"
"C03.701.688.367","Dourine","0"
"C10.597.606.360.220","Down Syndrome","109"
"C03.335.508.700.750.299","Dracunculiasis","0"
"C23.550.260.393","Drowning","0"
"C20.543.206","Drug Hypersensitivity","14"
"C07.465.227","Dry Socket","0"
"C10.292.562.250","Duane Retraction Syndrome","2"
"C14.240.400.340","Ductus Arteriosus, Patent","15"
"C06.405.748.630.310","Dumping Syndrome","0"
"C06.405.469.275","Duodenal Diseases","8"
"C04.588.274.476.411.445","Duodenal Neoplasms","2"
"C06.405.469.275.395","Duodenal Obstruction","0"
"C06.405.469.275.800.348","Duodenal Ulcer","2"
"C06.405.205.462.249","Duodenitis","3"
"C06.405.469.275.700","Duodenogastric Reflux","1"
"C04.557.450.565.590.340.173","Dupuytren Contracture","7"
"C05.116.099.343","Dwarfism","58"
"C05.116.099.343.445","Dwarfism, Pituitary","1"
"C10.597.606.150.500.800.150.200","Dysarthria","0"
"C10.177.575.300","Dysautonomia, Familial","6"
"C06.405.205.331","Dysentery","6"
"C03.432.396","Dysentery, Amebic","1"
"C01.252.400.310.229","Dysentery, Bacillary","3"
"C15.378.147.333","Dysgammaglobulinemia","9"
"C04.557.465.330.300","Dysgerminoma","0"
"C10.597.751.861.479","Dysgeusia","18"
"C10.228.662.262.500","Dyskinesia, Drug-Induced","3"
"C10.597.606.150.500.300","Dyslexia","6"
"C10.597.606.150.500.300.200","Dyslexia, Acquired","0"
"C23.550.568.750","Dysmenorrhea","0"
"C05.116.099.370","Dysostoses","26"
"C12.294.644.242","Dyspareunia","0"
"C23.888.821.236","Dyspepsia","0"
"C04.557.665.560.260","Dysplastic Nevus Syndrome","20"
"C08.618.326","Dyspnea","1"
"C08.618.326.396","Dyspnea, Paroxysmal","0"
"C13.703.420.288","Dystocia","2"
"C10.597.350.300","Dystonia","5"
"C10.228.140.079.357","Dystonia Musculorum Deformans","2"
"C09.218.271","Ear Deformities, Acquired","0"
"C09.218","Ear Diseases","137"
"C04.588.443.665.312","Ear Neoplasms","3"
"C09.218.350","Earache","0"
"C14.240.400.395","Ebstein Anomaly","1"
"C15.378.100.452","Ecchymosis","0"
"C03.335.190.396","Echinococcosis","0"
"C03.335.190.396.314","Echinococcosis, Hepatic","0"
"C03.335.190.396.480","Echinococcosis, Pulmonary","0"
"C03.335.865.282","Echinostomiasis","0"
"C10.597.606.150.500.800.300","Echolalia","0"
"C02.782.687.359.347","Echovirus Infections","0"
"C13.703.395.124","Eclampsia","0"
"C01.252.410.890.210","Ecthyma","0"
"C02.256.743.193","Ecthyma, Contagious","1"
"C16.131.077.350","Ectodermal Dysplasia","15"
"C03.858.211","Ectoparasitic Infestations","1"
"C11.250.300","Ectopia Lentis","0"
"C05.660.585.350","Ectromelia","1"
"C02.256.743.239","Ectromelia, Infectious","4"
"C11.338.362","Ectropion","0"
"C17.800.174.620","Eczema","9"
"C23.888.277","Edema","0"
"C22.905.260","Edema Disease of Swine","0"
"C14.280.434.482","Edema, Cardiac","0"
"C14.907.454.240","Ehlers-Danlos Syndrome","5"
"C14.240.400.450","Eisenmenger Complex","0"
"C26.324","Electric Injuries","0"
"C15.604.496.320","Elephantiasis","0"
"C03.335.508.700.750.361.350","Elephantiasis, Filarial","7"
"C15.378.071.141.150.365","Elliptocytosis, Hereditary","1"
"C05.116.099.708.327","Ellis-Van Creveld Syndrome","0"
"C23.888.144.243.963.500","Emaciation","0"
"C14.907.355.350","Embolism","18"
"C14.907.355.350.254","Embolism, Air","0"
"C13.703.634.404","Embolism, Amniotic Fluid","7"
"C14.907.355.350.454","Embolism, Fat","1"
"C23.550.291.781","Emergencies","0"
"C23.550.325","Emphysema","0"
"C10.228.140.617.738.200","Empty Sella Syndrome","6"
"C01.539.830.305","Empyema","1"
"C01.252.410.040.552.846.877.405","Empyema, Tuberculous","0"
"C10.228.140.430","Encephalitis","125"
"C02.081.343.340","Encephalitis, California","3"
"C02.081.343","Encephalitis, Arbovirus","36"
"C02.081.343.345","Encephalitis, Japanese","5"
"C10.114.375.225","Encephalomyelitis, Acute Disseminated","1"
"C02.081.343.350","Encephalitis, St. Louis","0"
"C02.081.343.360","Encephalitis, Tick-Borne","1"
"C10.500.680.488","Encephalocele","0"
"C10.228.140.461","Encephalomalacia","1"
"C10.228.228.291","Encephalomyelitis","32"
"C10.114.703.300","Encephalomyelitis, Autoimmune, Experimental","26"
"C02.782.687.359.456","Encephalomyelitis, Enzootic Porcine","0"
"C02.081.355","Encephalomyelitis, Equine","5"
"C10.114.375.225.500","Leukoencephalitis, Acute Hemorrhagic","0"
"C02.081.355.355","Encephalomyelitis, Venezuelan Equine","2"
"C05.116.099.708.338","Enchondromatosis","10"
"C23.888.821.266","Encopresis","0"
"C14.907.940.090.340","Endarteritis","0"
"C14.240.400.560.350","Endocardial Cushion Defects","0"
"C14.280.238.281","Endocardial Fibroelastosis","2"
"C14.280.282","Endocarditis","4"
"C01.252.300","Endocarditis, Bacterial","1"
"C01.252.300.407","Endocarditis, Subacute Bacterial","0"
"C19","Endocrine System Diseases","2622"
"C04.588.322","Endocrine Gland Neoplasms","1420"
"C13.351.500.852.228","Endometrial Hyperplasia","10"
"C13.351.500.163","Endometriosis","67"
"C13.351.500.056.750.249","Endometritis","1"
"C14.280.238.406","Endomyocardial Fibrosis","2"
"C03.752.049.407","Entamoebiasis","1"
"C06.405.205.462","Enteritis","12"
"C02.782.600.550.200.325","Enteritis, Transmissible, of Turkeys","0"
"C01.252.400.310","Enterobacteriaceae Infections","47"
"C06.405.205.596","Enterocolitis","10"
"C01.252.410.222.310","Enterocolitis, Pseudomembranous","7"
"C01.252.410.222.325","Enterotoxemia","0"
"C02.782.687.359","Enterovirus Infections","50"
"C11.338.443","Entropion","0"
"C12.777.934.284","Enuresis","1"
"C15.378.553.231","Eosinophilia","54"
"C05.116.391","Eosinophilic Granuloma","0"
